"","Name","totalgames","totalxp","totaltime","survivalplayed","survivalxp","survivaltime","survivalkills","brawlers","survivalwins","survivalgold","cagames","catime","cakills","cared","cagreen","cablue","bbgames","bbtime","bbwins","bbgoldlooted","bbgoldstored","bbupgrades","uhcwins","uhckills","uhcdeaths","uhcfalls","uhcgapples","uhcnotchapples","uhcgold","forthehorse","camelotplayed","camelotxp","camelottime","lords","dukes","spartans","castlecaptures","camelotvictories","wizardgames","wizardxp","wizardtime","wizardkills","wizarddeaths","wizardfirst","wizardsecond","wizardthird","wizardtopten","wizardhighest","pjgames","pjxp","pjtime","pjkills","pjdeaths","pjfirst","pjsecond","pjthird","pjtopten","pjhighest","Level"
"219","Avengereh","3,838","857,950","13d 15h 5m 46s","3,768","755,754","11d 13h 34m 45s","12,708 (224*)","332 (0*)","880","60,309 (1,395*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","17 (17*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","18","1,857","0d 5h 4m 1s","218","29","16","26","10","0","225","0d 0h 2m 25s","0 (0*)","1","0","0","0","0","0","0","0","0d 0h 0m 0s","0","0","0","0","0","0","0",213
"220","rhinopat","3,724","839,201","13d 16h 40m 55s","3,642","738,829","10d 16h 10m 55s","8,016 (1,221*)","50 (16*)","916","48,420 (9,267*)","1 (1*)","0d 1h 25m 36s (0d 1h 25m 36s*)","30 (30*)","0 (0*)","1 (1*)","0 (0*)","1 (1*)","0d 0h 9m 12s (0d 0h 9m 12s*)","0 (0*)","0 (0*)","0 (0*)","2 (2*)","8 (8*)","15 (15*)","7 (7*)","97 (97*)","47 (47*)","2 (2*)","735 (735*)","0 (0*)","6","3,415","0d 1h 30m 17s","61","14","2","3","4","9","5,675","0d 2h 54m 24s","162 (0*)","114","1","2","0","0","46","2","1,137","0d 0h 18m 52s","39","12","0","0","0","0","30",210
"221","ItzaMeLuigi","3,336","711,067","9d 19h 12m 58s","3,335","700,920","9d 17h 56m 15s","11,278 (1,692*)","227 (115*)","984","48,798 (9,014*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 3m 31s","","","","","","0","225","0d 0h 6m 48s","6 (0*)","6","0","0","0","0","0","0","0","0d 0h 0m 0s","0","0","0","0","0","0","0",190
"222","Dementio","4,252","958,808","17d 17h 47m 45s","3,989","692,143","11d 14h 27m 6s","8,356 (366*)","325 (1*)","538","24,146 (1,290*)","30 (30*)","0d 23h 48m 41s (0d 23h 48m 41s*)","331 (331*)","0 (0*)","3 (3*)","5 (5*)","4 (4*)","0d 0h 45m 32s (0d 0h 45m 32s*)","1 (1*)","0 (0*)","3 (3*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","97","63,435","0d 20h 43m 15s","2240","2","96","134","46","1","2,202","0d 0h 19m 2s","34 (4*)","28","0","0","0","0","17","17","10,072","0d 2h 46m 21s","203","140","1","0","1","0","16",227
"223","MerryXMasJJason","3,800","672,445","8d 22h 31m 6s","3,776","658,021","8d 14h 5m 40s","9,490 (1,279*)","131 (41*)","606","33,153 (7,657*)","1 (1*)","0d 0h 50m 41s (0d 0h 50m 41s*)","19 (19*)","0 (0*)","1 (1*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","19","5,168","0d 4h 39m 46s","357","7","5","27","10","0","425","0d 0h 0m 10s","0 (0*)","0","0","0","0","0","0","4","2,235","0d 0h 25m 3s","26","36","0","0","0","0","4",184
"224","Chang","3,162","650,909","10d 11h 34m 42s","3,095","625,629","9d 18h 26m 39s","7,824 (0*)","102 (0*)","607","33,592 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","62","24,110","0d 15h 17m 2s","275","311","21","107","28","0","0","0d 0h 0m 0s","0 (0*)","0","0","0","0","0","0","1","935","0d 0h 12m 1s","11","16","0","0","0","0","4",180
"225","JudoMaster26","4,264","850,513","12d 16h 7m 55s","4,067","623,445","8d 19h 45m 22s","8,508 (5*)","139 (0*)","387","17,682 (0*)","5 (5*)","0d 3h 3m 14s (0d 3h 3m 14s*)","55 (55*)","1 (1*)","2 (2*)","1 (1*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","12 (12*)","1 (1*)","0 (0*)","10 (10*)","0 (0*)","38","25,292","0d 8h 31m 24s","811","","19","37","18","25","13,742","0d 4h 34m 56s","305 (25*)","189","1","2","0","0","47","50","22,792","0d 6h 27m 46s","726","494","0","3","1","0","43",212
"226","H0ly_Waffle","3,724","594,914","9d 15h 27m 52s","3,702","566,991","9d 3h 0m 50s","6,837 (0*)","589 (0*)","335","17,956 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","2","2,541","0d 0h 49m 35s","11","7","1","2","","3","1,830","0d 0h 46m 40s","32 (0*)","34","0","0","0","0","21","3","2,627","0d 0h 40m 12s","74","70","0","0","0","0","12",171
"227","dk9146","4,348","653,399","12d 16h 47m 57s","4,245","539,245","8d 20h 49m 17s","7,185 (0*)","313 (0*)","248","10,697 (0*)","1 (1*)","0d 0h 14m 40s (0d 0h 14m 40s*)","1 (1*)","0 (0*)","0 (0*)","1 (1*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","39","45,016","0d 9h 6m 53s","926","","25","61","19","2","640","0d 0h 12m 59s","3 (2*)","11","0","0","0","0","3","10","3,406","0d 1h 21m 15s","91","103","0","0","0","0","10",181
"228","YeahImButters","3,098","651,998","9d 12h 52m 26s","3,023","524,231","7d 4h 40m 31s","6,372 (0*)","149 (0*)","366","14,607 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","3","1,786","0d 0h 52m 11s","46","","1","5","1","2","1,047","0d 0h 36m 19s","32 (6*)","29","0","0","0","0","24","22","9,143","0d 2h 10m 14s","312","195","2","2","0","0","25",180
"229","Resistance93","3,242","513,423","9d 18h 47m 32s","3,241","512,186","9d 18h 13m 20s","7,260 (46*)","74 (0*)","687","27,580 (244*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","0","0d 0h 0m 0s","0 (0*)","0","0","0","0","0","0","0","0","0d 0h 0m 0s","0","0","0","0","0","0","0",156
"230","Chapter_III","4,130","516,952","10d 1h 53m 57s","4,096","499,070","9d 16h 34m 11s","7,962 (33*)","349 (2*)","409","19,752 (85*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","13","1,411","0d 3h 10m 58s","113","1","4","13","3","3","1,315","0d 0h 47m 5s","30 (0*)","43","0","0","0","0","28","14","5,841","0d 2h 13m 38s","193","168","0","0","0","0","22",157
"231","starwebs1","2,032","527,850","7d 0h 26m 43s","1,992","480,484","6d 4h 7m 16s","5,613 (276*)","155 (5*)","455","25,222 (1,583*)","4 (4*)","0d 2h 24m 13s (0d 2h 24m 13s*)","40 (40*)","0 (0*)","1 (1*)","1 (1*)","3 (3*)","0d 0h 38m 38s (0d 0h 38m 38s*)","4 (4*)","10 (10*)","11 (11*)","17 (17*)","1 (1*)","5 (5*)","0 (0*)","8 (8*)","11 (11*)","1 (1*)","60 (60*)","0 (0*)","14","19,278","0d 3h 35m 50s","211","40","16","26","7","5","3,356","0d 1h 19m 46s","76 (0*)","51","0","1","0","0","41","4","1,849","0d 0h 43m 47s","39","56","0","0","0","0","9",159
"232","MysterKave","3,505","872,861","19d 13h 30m 45s","3,177","475,369","9d 7h 10m 2s","5,287 (236*)","125 (3*)","355","10,489 (1,209*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","20 (20*)","86 (86*)","40 (40*)","268 (268*)","183 (183*)","23 (23*)","3,374 (3,374*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","240","0d 0h 0m 0s","2 (0*)","1","0","0","0","0","8","4","1,269","0d 0h 33m 3s","39","48","0","0","0","0","10",215
"233","DrHalogen","3,133","1,360,396","19d 4h 16m 1s","2,558","458,611","6d 10h 11m 51s","5,919 (2*)","180 (0*)","311","15,306 (25*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","26","21,796","0d 6h 16m 26s","551","","21","41","9","72","44,736","0d 16h 23m 15s","1,317 (12*)","400","15","9","3","1","67","15","6,063","0d 2h 2m 28s","212","174","0","1","1","0","23",278
"234","MyBigS0ck","3,299","487,805","10d 16h 39m 55s","3,253","456,590","9d 9h 46m 24s","6,104 (580*)","74 (6*)","615","23,020 (3,076*)","28 (28*)","0d 18h 50m 23s (0d 18h 50m 23s*)","278 (278*)","5 (5*)","10 (10*)","10 (10*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","14","5,366","0d 3h 44m 43s","47","25","1","12","4","0","225","0d 0h 0m 14s","0 (0*)","0","0","0","0","0","0","0","0","0d 0h 0m 0s","0","0","0","0","0","0","0",151
"235","CesurBera","3,112","626,106","11d 14h 15m 43s","2,955","447,685","8d 11h 5m 57s","7,463 (301*)","143 (37*)","513","30,825 (1,259*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","5 (5*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","18","17,916","0d 3h 39m 21s","313","","5","21","5","4","1,405","0d 0h 46m 54s","28 (28*)","26","0","0","0","0","24","16","4,540","0d 2h 47m 53s","143","230","0","0","0","0","13",176
"236","ProjectMcCabe","4,183","446,897","8d 9h 19m 4s","4,168","433,641","8d 2h 53m 0s","7,319 (416*)","185 (5*)","220","9,017 (846*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","6 (6*)","1 (1*)","0 (0*)","59 (59*)","0 (0*)","3","44","0d 0h 57m 25s","19","","","4","","0","200","0d 0h 1m 45s","0 (0*)","1","0","0","0","0","0","1","600","0d 0h 4m 30s","3","5","0","0","0","0","0",143
"237","Fredrik","3,310","462,772","14d 13h 29m 0s","3,097","426,660","7d 11h 54m 40s","5,894 (3,792*)","449 (445*)","623","16,623 (11,592*)","32 (32*)","1d 0h 23m 32s (1d 0h 23m 32s*)","561 (561*)","2 (2*)","4 (4*)","3 (3*)","7 (7*)","0d 1h 15m 0s (0d 1h 15m 0s*)","7 (7*)","24 (24*)","24 (24*)","51 (51*)","14 (14*)","177 (177*)","66 (66*)","641 (641*)","402 (402*)","2 (2*)","2,822 (2,822*)","0 (0*)","3","3,334","0d 0h 51m 49s","44","2","1","3","1","2","900","0d 0h 18m 11s","8 (5*)","15","0","0","0","0","15","2","405","0d 0h 20m 0s","16","28","0","0","0","0","1",146
"238","Hic_","3,511","539,939","11d 17h 46m 9s","3,395","426,610","8d 20h 4m 40s","5,076 (20*)","128 (0*)","259","12,321 (73*)","10 (10*)","0d 12h 24m 14s (0d 12h 24m 14s*)","70 (70*)","1 (1*)","2 (2*)","2 (2*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","52","35,934","0d 9h 53m 34s","466","8","14","35","22","0","0","0d 0h 0m 0s","0 (0*)","0","0","0","0","0","0","5","2,719","0d 0h 57m 11s","36","83","0","0","0","0","4",161
"239","EyyLmao","4,419","663,604","13d 23h 48m 57s","3,872","425,214","8d 23h 30m 38s","6,522 (0*)","88 (0*)","401","18,918 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","10","2,297","0d 2h 20m 13s","97","2","3","12","6","508","219,131","4d 9h 0m 35s","8,153 (7,813*)","2,173","17","22","15","39","109","13","4,070","0d 1h 34m 29s","77","128","0","0","0","0","7",182
"240","Armed_Units_23","3,126","697,574","10d 15h 25m 40s","2,977","420,186","6d 15h 11m 25s","5,733 (6*)","205 (0*)","251","13,121 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","9","4,549","0d 1h 58m 13s","26","28","4","12","5","7","3,772","0d 1h 19m 8s","88 (0*)","54","0","0","2","0","45","19","8,769","0d 2h 51m 23s","307","222","0","2","2","0","26",188
"241","Nanvul","2,371","448,285","7d 13h 51m 59s","2,342","420,057","6d 18h 27m 50s","6,792 (0*)","64 (0*)","548","34,985 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","12","6,973","0d 2h 56m 38s","124","","2","8","6","7","4,240","0d 2h 16m 26s","171 (9*)","78","1","1","0","0","39","1","400","0d 0h 12m 15s","7","22","0","0","0","0","0",143
"242","Bcdtindall","1,423","477,745","6d 8h 43m 57s","1,375","417,505","4d 18h 20m 51s","7,443 (0*)","106 (0*)","565","29,072 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1","520","0d 0h 32m 39s","45","","1","2","1","2","1,000","0d 0h 30m 2s","17 (0*)","25","0","0","0","0","20","1","410","0d 0h 10m 6s","11","17","0","0","0","0","2",149
"243","Einstein9001","3,600","1,884,059","24d 20h 6m 38s","2,901","415,711","6d 16h 43m 35s","5,357 (0*)","148 (0*)","357","19,491 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","3","2,919","0d 0h 39m 40s","20","4","1","1","2","12","7,987","0d 3h 9m 39s","306 (0*)","193","1","0","0","0","46","58","29,475","0d 7h 58m 44s","1,065","407","0","0","0","0","60",335
"244","indreams","3,480","416,192","9d 1h 23m 25s","3,473","415,000","8d 23h 35m 41s","6,967 (1*)","31 (0*)","429","17,638 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","7","1,192","0d 1h 47m 22s","29","7","1","3","3","0","0","0d 0h 0m 0s","0 (0*)","0","0","0","0","0","0","0","0","0d 0h 0m 0s","0","0","0","0","0","0","0",137
"245","Deya360","4,258","407,390","9d 18h 29m 11s","4,238","394,922","9d 11h 39m 30s","5,265 (11*)","174 (0*)","240","8,815 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","4","6,987","0d 1h 33m 18s","51","","2","2","2","0","650","0d 0h 5m 21s","1 (0*)","5","0","0","0","0","0","13","4,680","0d 1h 38m 12s","137","107","0","0","0","0","28",135
"246","michaelmx28","2,830","419,165","7d 15h 56m 28s","2,807","399,565","6d 23h 23m 21s","6,696 (3*)","229 (0*)","486","17,131 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 2m 33s","","","","","","0","225","0d 0h 2m 10s","1 (0*)","2","0","0","0","0","0","1","335","0d 0h 10m 0s","19","6","0","0","0","0","27",137
"247","_xChaos","1,938","358,161","4d 10h 1m 26s","1,931","353,191","4d 6h 51m 56s","6,484 (0*)","585 (0*)","193","14,230 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","0","225","0d 0h 4m 38s","4 (0*)","4","0","0","0","0","0","2","945","0d 0h 18m 40s","24","27","0","0","0","0","3",124
"248","Tinite","3,766","452,038","8d 2h 21m 20s","3,718","403,736","7d 8h 7m 0s","6,314 (164*)","46 (0*)","357","13,244 (565*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","7 (7*)","0 (0*)","0","0","0d 0h 0m 0s","","","","","","5","1,896","0d 1h 15m 20s","72 (0*)","68","0","0","0","0","12","15","6,194","0d 2h 44m 46s","248","204","0","1","0","0","29",144
"249","Loop","3,806","409,628","8d 20h 36m 54s","3,733","376,779","7d 22h 58m 2s","6,135 (3*)","283 (0*)","242","11,218 (0*)","3 (3*)","0d 0h 54m 7s (0d 0h 54m 7s*)","20 (20*)","1 (1*)","1 (1*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","17 (17*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","38","9,223","0d 9h 40m 8s","981","3","7","41","19","4","1,672","0d 1h 18m 27s","48 (0*)","72","0","0","0","0","27","10","3,226","0d 1h 29m 45s","135","138","0","0","0","0","19",135
"250","ThatBlazinAsian","3,116","657,069","11d 18h 19m 6s","2,853","375,345","7d 23h 44m 49s","6,102 (0*)","215 (0*)","400","17,506 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","201","191,273","2d 3h 5m 30s","770","3105","56","171","98","13","5,000","0d 2h 56m 54s","156 (0*)","116","0","0","4","0","38","2","615","0d 0h 19m 13s","17","30","0","0","0","0","3",181
"251","TheRealXFactor","3,951","324,784","7d 17h 4m 10s","3,897","312,749","6d 21h 54m 54s","5,966 (403*)","678 (177*)","215","9,571 (662*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","37","2,150","0d 7h 32m 43s","105","99","8","28","12","0","875","0d 0h 20m 51s","7 (0*)","16","0","0","0","0","0","6","1,875","0d 0h 45m 5s","29","57","0","0","0","0","8",117
"252","DoctorAustrian","2,642","395,186","7d 7h 36m 52s","2,636","390,895","7d 3h 31m 0s","5,926 (13*)","77 (0*)","511","19,009 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0","0","0d 0h 11m 59s","3","","","1","","1","225","0d 0h 15m 4s","11 (0*)","12","0","0","0","0","0","1","220","0d 0h 10m 0s","10","14","0","0","0","0","4",132
"253","aalexcamirandd","3,369","438,926","9d 21h 44m 34s","3,240","360,382","6d 23h 3m 56s","5,872 (1,263*)","306 (183*)","400","17,993 (6,697*)","29 (29*)","0d 17h 16m 9s (0d 17h 16m 9s*)","325 (325*)","3 (3*)","9 (9*)","7 (7*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","6 (6*)","25 (25*)","6 (6*)","104 (104*)","36 (36*)","4 (4*)","565 (565*)","0 (0*)","1","388","0d 0h 6m 11s","","2","","","","0","425","0d 0h 1m 27s","1 (0*)","0","0","0","0","0","0","31","12,774","0d 3h 51m 11s","466","289","1","3","1","0","37",141
"254","Sharnier","2,134","439,855","7d 21h 21m 56s","1,951","217,640","3d 10h 13m 11s","3,545 (40*)","1,510 (5*)","94","4,533 (75*)","20 (20*)","0d 21h 45m 59s (0d 21h 45m 59s*)","220 (220*)","5 (5*)","8 (8*)","4 (4*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","48","8,242","0d 11h 10m 23s","1069","1","17","41","25","12","9,247","0d 3h 8m 6s","192 (2*)","112","0","0","2","1","33","17","6,873","0d 2h 9m 44s","229","174","0","0","0","0","30",142
"255","Apoyo","3,724","515,639","16d 15h 6m 40s","3,443","331,470","7d 4h 40m 36s","3,760 (3,493*)","1,276 (1,276*)","428","12,012 (10,861*)","226 (226*)","8d 6h 47m 35s (8d 6h 47m 35s*)","2,344 (2,344*)","39 (39*)","60 (60*)","53 (53*)","11 (11*)","0d 2h 56m 40s (0d 2h 56m 40s*)","4 (4*)","17 (17*)","5 (5*)","31 (31*)","3 (3*)","12 (12*)","14 (14*)","123 (123*)","33 (33*)","0 (0*)","551 (551*)","2 (2*)","5","3,763","0d 1h 56m 18s","13","3","","6","2","4","1,165","0d 0h 54m 27s","17 (17*)","30","0","0","0","0","17","17","3,925","0d 2h 28m 17s","99","213","0","0","0","0","11",156
"256","Lilly_Satou_","3,632","305,474","7d 23h 38m 50s","3,608","297,356","7d 16h 51m 47s","5,630 (3*)","1,060 (2*)","206","9,693 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","6","1,099","0d 1h 2m 44s","3","25","","1","1","1","382","0d 0h 15m 0s","6 (0*)","16","0","0","0","0","6","3","855","0d 0h 30m 0s","52","35","0","0","0","0","29",112
